Name,description,boardgamecategory,boardgamemechanic,average_score,number_of_reviews,class
Triumph of Chaos,"Similar to other card driven strategic games, players assume role of political and military commander of their respective (RED and WHITE) forces in this epic struggle of the Russian Civil War.&#10;&#10;Three phases in a turn: Political, Action and Logistics.&#10;&#10;During the Political Phase, players try to gain control of the 18 factions (Finland, Estonia, Latvia, Lithuania, Poland, Belarus, West Ukraine, Ukraine, Makhno, Transcaucasia, Asktrakhan, Khiva, Turkistan, Central Powers, Czech Legion, Britain, France, USA) using Political Cards. Players are forced to make difficult trade-offs between expending resources in the Political Phase vs the Action Phase and attempting to influence one faction at the expense of others. Players utilize a shared deck of 66 Political Cards.&#10;&#10;During the Action Phase, players use Action Cards to conduct operations (activating a space for combat or movement), take replacements, place reinforcements, make strategic moves, seize initiative in combat, gain diplomatic traction with the factions or implement special operations. Leaders have these capabilities including exploitation, reinforcing battles, withdrawing, counter-attacking and conducting multi-space attacks. Players are forced to make difficult decisions thwarting threats and capitalizing on opportunities. Each player has their own deck of 55 Action Cards. Additionally, a deck of 44 Leader Cards (for a combined total of 220 ToC Cards) provide historical details regarding the various personalities in the game.&#10;&#10;During the Logistics Phase, players rebuild/repair units, determine if various factions withdraw from the combat, check for the effect of In-Fighting within the RED and WHITE camps, check for attrition, purchase political influence, buy leaders and check for victory.&#10;&#10;","['Civil War', 'Political', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Movement Points', 'Point to Point Movement', 'Simulation']",7.59,341,8
The New Era,"Four factions have grown and their boundaries widened. The conflict is not to be averted. Blood will soon be shed. The Mutants Union is the power that made rocks roll and attack, and the other factions responded quickly. The New Era begins, the era of war...&#10;&#10;The New Era, a standalone expansion for 51st State, contains more than 80 new cards and a new fifth faction: The Hegemony, a violent band of criminals. New rules for direct interaction allow players to invade each other and sign deals with opponents' locations. New options and decisions have opened for players. The game is aggressive and even more engaging than 51st State.&#10;&#10;The New Era is another Portal game in the postapocalyptic world of Neuroshima, a new piece of the award-winning series containing such titles as Neuroshima HEX, Neuroshima HEX: Babel 13, Neuroshima HEX: Duel, 51st State, Neuroshima RPG and Neuroshima Tactics (available only in Polish as of 2011). The New Era presents the highest standard of production with wooden components, a new victory points board, and polished and improved iconography.&#10;&#10;The New Era can be combined with 51st State or played on its own as a standalone game.&#10;&#10;Integrates with:&#10;&#10;    51st State&#10;&#10;&#10;","['Card Game', 'City Building', 'Economic', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Variable Player Powers']",7.51,1279,8
Disposable Heroes and Coffin For Seven Brothers: Infantry and Vehicle Small Unit Skirmish Wargaming in WWII,"Disposable Heroes and Coffin For Seven Brothers is a WWII platoon-level skirmish miniatures wargame.  Each model represents one soldier or vehicle.&#10;&#10;The game rules are easy to learn and attempt to limit charts as much as possible.  Most rules have an 'intuitive' feel to them, making the game flow smoothly and quickly.&#10;&#10;Players alternate unit activation.  Each unit may move and shoot (and close assault) with shooting ability being tied directly to distance moved.  Guns and vehicles must acquire their targets before they are able to shoot.&#10;The game tends to be fast and bloody.&#10;&#10;","['Miniatures', 'Wargame', 'World War II']",['Dice Rolling'],7.56,60,8
Axis & Allies Europe 1940,"Axis &amp; Allies Europe 1940, a deluxe edition of Axis & Allies: Europe, includes neutral countries which can be invaded. There are true neutrals as well as pro-axis and pro-allied neutrals. Mechanized infantry and tactical bombers are included. Mechanized infantry is represented by half-tracks. France (blue) and Italy (brown) have national tokens and dedicated units of their own. The board measures 35 inches wide by 32 inches high (89 x 81 cm).&#10;&#10;This game is designed to be joined with Axis & Allies Pacific 1940 to create a six-player game on a map measuring 70 inches wide by 32 inches high (178 x 81 cm). This variant of the game is described in the Europe 1940 manual as Axis &amp; Allies Global 1940.&#10;&#10;Integrates with:&#10;&#10;    Axis & Allies Pacific 1940&#10;&#10;&#10;","['Economic', 'Fighting', 'Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']",7.56,1970,8
Golem,"A wonderfully light card game in which mad scientists build golems out of various materials and attack rival golems. Will you create a traditional Frankenstein? ... An animated statue of clay? ... A robotic automaton? ... Or perhaps a bizarre combination of all three? Build your golem before the other mad scientists get the chance, and if they manage to cobble one together, send yours out to destroy theirs! Collect victory points to be the most diabolical scientist on the block!&#10;&#10;Rhino Ventures &#10;18/6 Dunsmore St.&#10;Rooty Hill, NSW, 2766&#10;Australia&#10;&#10;","['Card Game', 'Horror']","['Set Collection', 'Variable Player Powers']",7.62,493,8
Soccer Blast Pro Soccer Game,"SOCCER BLAST is designed to bridge the gap between highly detailed soccer games that play in the 90-120 minute range and quick-play games which are primarily designed to generate realistic scores. PLAAY Games has taken the basic game engine from its hockey and lacrosse games, and modified it to capture the more refined nuances of classic football. The result: a sports board game that gives fans everything they love about watching soccer, captured in a 30-45 minute game window.&#10;&#10;Despite the quick playing time, SOCCER BLAST provides surprising detail and the genuine sense of witnessing a full, realistic football match from start to finish. Individual players' true-to-life abilities are captured simply but realistically, using a series of easy-to-understand symbols and descriptive qualities. These individual performances synch together to create realistic team results that will make you feel like you're in the stands watching the game for real!&#10;&#10;SOCCER BLAST was created in such a way as to place an emphasis on story and context. Yes, the statistics are important, and we think you'll be pleased with the numerical results. However, this game is more than just numbers. The usual assortment of drama-inducing elements and game mechanics that PLAAY Games have become known for have been built into this game as well. For example, referees can affect play--and BE affected by play. If somebody says the wrong thing to a ref, his team might have to pay for it. In SOCCER BLAST, you'll occasionally see a subjective referee call that should have gone the other way, and you'll experience that palpable sense of joy, or disgust, depending on your leaning!&#10;&#10;The game offers many other features. The advantage of playing on one's home pitch is very real, but not over-stated. Injuries will play a factor, and you may be chagrined to see your star player carted off the field with the match hanging in the balance. Fatigue is a factor, too--you'll face the same challenge with late-game substitutions that a real soccer coach faces, and you'll need to plan accordingly. And, the game comes with a full complement of unusual and rare results waiting to add memorable twists to your tabletop sports archives.&#10;&#10;Finally, SOCCER BLAST Pro Soccer Game allows you to rate your own teams with its &quot;How-To&quot; guide, made available at a nominal extra charge. The world is filled with soccer teams and every country has its own league or leagues. Ordinarily, this poses a problem for game companies because while many of these leagues have devoted fan followings, they're not large enough to warrant the time and energy of creating cards for them. If you have your OWN favorite team or league, you won't have to depend on PLAAY Games to make cards for you&mdash;you'll be able to make them yourself!&#10;&#10;",['Sports'],"['Dice Rolling', 'Simulation']",8.15,79,8
Champions of the Galaxy,Champions of the Galaxy is a card game combining sci-fi and wrestling into an all-action game! It's Star Wars meets the WWE! You'll enter the Future of Wrestling in the GWF!&#10;&#10;Champions of the Galaxy is a card and dice game that features playing cards for 24 galactic wrestling legends! The playing cards have a drawing of the wrestler on the front and game information on the back. Champions of the Galaxy features a fast-action game system that allows matches to take place in real time. You can play alone or with friends.&#10;&#10;,"['Card Game', 'Fighting', 'Science Fiction']",['Dice Rolling'],8.17,66,8
La Cosa Nostra,"In La Cosa Nostra, you take on the role of a mafia boss. In the beginning, you control a crew of gangsters and a couple of businesses. During the game, you will hire new gangsters to do the dirty work and collect your money. Investments lead to new lines of business or monopoly positions: take control of the drug dealing, moneylending or prostitution. Bribe politicians and cops, invest your money in night clubs, casinos or the waste management industry. To get the big deals, you need to cooperate with the other families &mdash; but never rely on those &quot;friendships&quot;. The others will take the first opportunity to stab you in the back, so you better do it first...&#10;&#10;Each player controls gangster cards that serve to either gain money or attack other players. Actions are planned secretly, placed face down, then played in turn. Often you need certain business cards to succeed. If you don't own them yourself, you can negotiate deals with the other players. The players bargain, spy, threaten, and deceive each other.&#10;&#10;Each of the four rounds brings new action cards into the game, and the number of gangsters increases. Thus, the possibilities for actions become more diverse, the jobs more profitable, and the attacks more powerful. Co-operation gets more attractive and treason alluring because at the end of the day money is the only thing that counts.&#10;&#10;","['Bluffing', 'Card Game', 'Mafia', 'Negotiation']","['Dice Rolling', 'Hand Management', 'Take That', 'Team-Based Game']",7.69,1224,8
Glyph Chess,"Glyph Chess is a chessboard style game for 2 to 3 players, adapted from a Chinese comic book, Tales of Tarsylia. It is said that Glyph is the most popular game in the magical world and can only be played by the most powerful wizards. To win, players must maneuver their pieces to get their Scepter Piece to the center of the board, or eliminate all enemy players&rsquo; Scepters.&#10;&#10;","['Abstract Strategy', 'Comic Book / Strip', 'Dice', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement']",7.84,66,8
Gruff: Stuff of Nightmares,"Stuff of Nightmares is a stand-alone game within the Gruff rules system.&#10;&#10;Gruff is a tactical combat card game where players duel to the death with custom teams of Mutated Monster Goats!&#10;&#10;Gruff features unique positional and timing mechanics that create a constant state of attack and counter-play.&#10;&#10;Stuff of Nightmares provides the same visceral competitive experience as Gruff, but adds a new faction to the game to the game, plushy nightmare goats called The Stuffkin!&#10;&#10;","['Card Game', 'Fantasy', 'Fighting']","['Campaign / Battle Card Driven', 'Card Drafting', 'Variable Player Powers']",8.28,73,8
Trench,"Trench is an abstract strategy game for two players based on the trench wars of World War I. Unlike most games, in Trench the 8x8 grid board is diamond-shaped; each player sets up his army on opposing sides of the &quot;trench&quot;, which divides the board into two. As hostilities between the armies commanded by the players grow, each attempts to seize control over the trench in order to take full advantage of its strategic potential, hoping thus to breach the opponent's defenses and capture the most valuable and important pieces.&#10;&#10;From the Soldiers to the General, each piece being subject to specific maneuvers, all will have to cooperate in order to be able to occupy the trench, invade the enemy's territory, and vanquish the foe. The army that manages to survive after two battles wins the game!&#10;&#10;",['Abstract Strategy'],['Grid Movement'],7.85,136,8
Here Come the Rebels,"This is the second game in the Great Campaigns of the American Civil War series. It covers the Antietam campaign.&#10;&#10;&#10;(from the back of the box:)&#10;&#10;This simulation of the Antietam campaign is the second volume in Avalon hill's new series of strategic Civil War games.&#10;&#10;Unlike most Civil War games, which concentrate on specific battles, Here Come the Rebels! portrays an entire two-week military campaign. The Confederate player's objective is to secure Maryland for the South, the Union player's goal is to drive the Rebel army out of Maryland. Here Come the Rebels! is easy to learn, and several scenarios can be played to completion in an hour.&#10;&#10;The two beautiful maps in the game portray northern Virginia and Maryland as it was in 1862, including roads, turnpikes, railroads, rivers, mountains, cities, and towns. These highly accurate maps are based on original Civil War maps in state and county archives. In the game, players control Union and Confederate armies in turns representing one day of real time. The game's interactive system of play assures that each scenario will be unpredictable, exciting and competitive. An extensive historical article, detailing the day-to-day activities of the actual campaign, is included in the game. Here Come the Rebels! is sure to appeal to all those with an interest in this dynamic period of American history.&#10;&#10;FEATURES &#10;&#10;     Corps Leaders * Infantry and Cavalry units &#10;     Artillery values * Union forts * Railroad movement &#10;     Force marches * Burning Railroad stations * Rain &#10;     Union command paralysis * Union garrison of Harpers Ferry &#10;     Flank attacks * Grand assaults &#10;     Depots * Foraging * Pennsylvania Militia &#10;     C&amp;O Canal aqueduct&#10;&#10;&#10;&#10;&#10;&#10;SCENARIOS &#10;&#10;     South Mountain &#10;     Harpers Ferry-Crampton's Gap &#10;     McClellan's Opportunity &#10;     The Baltimore Raid &#10;     The Battle for Washington &#10;     From Frederick to Sharpsburg (Advanced Game, short version) &#10;     The Maryland Campaign (Advanced Game, long version) &#10;     How to Join Stonewall Jackson's Way (Volume I) with 'Here Come the Rebels! &#10;&#10;&#10;&#10;&#10;CONTENTS: &#10;2 Counter Sheets &#10;2 22&quot; x 32&quot; Mapsheets &#10;Rules Booklet &#10;2 Charts and Tables Cards &#10;3 Display Cards &#10;2 6-sided dice &#10;1 Counter Tray&#10;&#10;TIME SCALE: One day per turn&#10;MAP SCALE: One mile per hex&#10;UNIT SCALE: Divisions and brigades (with corps leaders)&#10;PLAYERS: One, two, or teams&#10;PLAYING TIME: 1 hour for introductory scenarios, 2 to 12 hours for other scenarios&#10;&#10;","['American Civil War', 'Wargame']","['Dice Rolling', 'Hexagon Grid']",7.63,356,8
Next War: India-Pakistan,"The ink was hardly dry on the documents following the partition of British India in 1947 before war broke out between India and Pakistan. Since the partition, four major wars and numerous smaller conflicts have been waged over much of the same ground. In 1947, 1965, 1971, and 1999 India and Pakistan fought in the mountains of Kashmir and on the plains of the Punjab region to the south.  Today, both sides are armed with thousands of armored vehicles, hundreds of advanced aircraft, and dozens of nuclear weapons.  With tensions high and both sides heavily armed, another conflict may be just a matter of time.&#10;&#10;Next War: India-Pakistan, the next volume in GMT's series of Next War games and a follow-on to&#226;&#128;&#175; Next War: Korea, allows players to fight a near future war between India and Pakistan.&#10;&#10;Due to the nature of a potential conflict, only a portion of the Indo-Pakistani border is featured so that the fighting centers around what it always has: the fate of the Indian state of Jammu &amp; Kashmir. Special rules govern such things as the expanded role bridges play in the region play as well as the fact that both sides in the conflict are nuclear-armed nations. The People's Republic of China and the United States can make an appearance, but they might withdraw in the event of a nuclear exchange. The question is: will this war settle once and for all who will control northwest India?&#10;&#10;Note: the Next War series is not an introductory wargame. Rather, we have intended herein to create a system (and a series) that will allow detailed study of modern warfare in various venues as well as engaging gameplay. That said, the Standard Game rules encompass a fairly straightforward rule set that will, we think, be considered &quot;easy to learn&quot; by experienced wargamers. So, players who choose to play Standard Game scenarios can have a relatively quick game when that's what suits them. The real flavor of a war in the theatre, however, comes through in the Advanced Game, where you get much more control over airpower and can more clearly see each side's strengths and weaknesses. For players who want a &quot;mini-monster game&quot; experience, playing the Advanced Game Campaign Scenarios with some or all of the optional rules will definitely &quot;deliver.&quot;&#10;&#10;Ownership of&#226;&#128;&#175;Next War: Korea&#226;&#128;&#175;will NOT be required to play.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Units&#10;&#10;&#10;Ground units in Next War: India-Pakistan represent the brigades, support units, and divisions of the armies of the India, Pakistan, China, and the United States. All ground units are rated for their attack and defense strengths, movement capabilities, and unit efficiency.&#10;&#10;Air units represent fighter, bomber, and attack squadrons of the major combatants and are rated for All-Weather Capabilities as well as their range, average pilot skill, and their abilities in Air-to-Air Combat, Close Air Support, and Strike missions.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Maps and Terrain&#10;&#10;The game's map represents the area in and around the Punjab district of Pakistan and the Indian state of Jammu &amp; Kashmir at a scale of roughly 7.5 miles per hex. The map stretches from edge of The Great Indian Desert to just inside the Himalayas and encompasses portions of both sides of the border.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Game System&#10;&#10;A game turn is generally composed of:&#10;&#10;&#10;     Weather Determination. Bad weather can severely hamper air operations and can significantly slow ground operations. &#10;     Initiative Determination and Air/Naval Phase, wherein Air Superiority levels and air availability are determined. &#10;     Special Operations Phases&#226;&#128;&#175;in the Advanced Game allowing players to utilize their special operators in various recon and raid missions behind enemy lines. &#10;     Strike Phases&#226;&#128;&#175;in the Advanced Game allowing players to launch air strikes, cruise missiles, artillery and tactical nuclear weapon strikes. &#10;     One or more&#226;&#128;&#175;Movement and Combat Phases&#226;&#128;&#175;that allow both sides to move, react, and fight, with an advantage to the Initiative player on non-Contested turns &#10;     Arrival of Reinforcements and Replacements &#10;     Victory Determination &#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Combat&#10;&#10;Combat&#226;&#128;&#175;resolution examines not only unit strengths but also unit efficiency (representing training, doctrine, and morale), as well as the terrain where the combat takes place. The CRT tends to be very bloody in nature, reflecting what we believe will be a degree of attritional warfare early due to the lethality of modern weapons. As in many games, casualties represent not only actual combat losses but also losses of unit cohesion brought about by the rapid pace with which modern armies are able to engage and exploit on the battlefield.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Nukes&#10;&#10;In this installment, players will have the option, depending on game situation and a die roll to secure release authorization for and use tactical nuclear weapons in the playing area. Use of such weapons, however, could cause your international allies to leave the theater, so be careful!&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Scenarios&#10;&#10;There are several Standard Game scenarios. Some are small and focus on limited objectives while others are variations of a campaign game encompassing the entire map.&#10;&#10;In a break from the standard set in Next War: Korea(and its follow-on Next War: Taiwan), the scenarios in Next War: India-Pakistan posit specific at-start situations and objectives (or victory conditions).  In some scenarios Pakistan is the aggressor while in others the Indian side is on the attack, in all cases there are varying levels of Chinese and United States intervention.&#10;&#10;The International Posture Matrix&#226;&#128;&#175;&agrave; la&#226;&#128;&#175;Flashpoint: Golan &#226;&#128;&#147; The Fifth Arab-Israeli War&#226;&#128;&#175;is still present to allow players to experiment with a variety of intervention options for the US and PRC.&#10;&#10;In &#226;&#128;&#175;Next War: India-Pakistan, Jammu &amp; Kashmir is once again aflame. Can you, as the Islamic Republic of Pakistan's commander, conquer Kashmir and hold it against the enemy? Can you, as the Republic of India's commander, attack and defeat the enemy without the conflict going nuclear? And what will happen in the international community while all this is going on? There&rsquo;s only one way to find out...&#10;&#10;TIME SCALE 3.5 days per turn &#10;MAP SCALE 7.5 miles per hex &#10;UNIT SCALE Brigade / Division / Squadron &#10;NUMBER OF PLAYERS: Two (Optimal)&#10;&#10;","['Modern Warfare', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation', 'Zone of Control']",8.23,209,8
Cave Evil: Warcults,"Stand-Alone game, integrates with Cave Evil.&#10;&#10;&quot;It knows no light, this Cave,&#10;&#10;&quot;Endless tunnels, endless battle, endless death...&#10;&#10;I awoke among my species, mine folk. I have risen, understood, grasped and taken my power, those below my slaves! I shall raise great armies to massacre any enemy! These territories are mine, only the weak to destroy! Shadow deities pretend to stand above me, but I shalt not kneel. I shall sit on any throne!&#10;&#10;Tonight I am Warlord, an oath declared! The weak and shoddy I shall craft into powerful warriors, warriors into command, command into my Lord of all Battles! Together we conquer! Our species will rule the caverns of black! Into the Warrior Path!&quot;&#10;&#10;Cave Evil: Warcults  is a stand alone game. Players who own Cave Evil can expand their game with Warcults. It can be played either as an individual game or as an expansion.&#10;&#10;Players who own Cave Evil have the liberty to play as only a Warlord, only a Necromancer or both.&#10;Players who own Warcults will begin as a Warlord, but they will be able to connect each future Corroded Corridor to this issue.&#10;&#10;GAMEPLAY&#10;As we learned in CAVE EVIL, a Necromancer can weave a web of control over 6 Squads, but their power does not end there. While they may dominate 6 squads, others may swear their allegiance to the infernal magi. The cave is endless. Battles for territory will forever ensue. The forbidden wizards must raise troops from their species, create Warriors from the weak and shoddy, inspire Command and demand the allegiance of their greatest Warlord. The warrior path begins!&#10;&#10;Warcults is an introduction to a Warrior Path - the first expansion for CAVE EVIL.&#10;&#10;A Warrior path is a way to play Cave Evil. It is a modified Sequence of Play to accommodate players that prefer to play with just a Warlord Character or with both a Warlord and a Necromancer.&#10;&#10;The Warlord is a branch of Necro command and is under the allegiance of a Necromancer. The Necromancer is NOT needed to play!&#10;&#10;A Warlord commands an army and the divisions of command below them.&#10;Apart from WARCULTS features, the game introduces new actions and adjustments to the overall Sequence of Play.&#10;&#10;Victory is dependent on each scenario.&#10;&#10;","['Ancient', 'Civilization', 'Fantasy', 'Horror', 'Mature / Adult', 'Mythology', 'Wargame']","['Card Drafting', 'Hand Management', 'Hexagon Grid']",8.22,92,8
"Mrs Thatcher's War: The Falklands, 1982","Not designed as a detailed simulation, this fun and challenging game illustrates the general strategic course of the 1982 Falklands War between Britain and Argentina, and highlights important historical themes.&#10;&#10;It is two games in one: a naval/air game (whose mechanics are based on the author's &quot;Don't Tread On Me&quot; system, but using ships and aircraft instead of armies!) in which the British Player fights against the game system's Argentine &quot;A.I.&quot; to establish control of the skies; and a ground game (modeled after the game system featured in the author's &quot;Mound Builders&quot; and &quot;The First Jihad&quot;) in which the British Player takes advantage of his air superiority to fight and 'yomp' his ground troops across East Falkland to final victory -- or defeat -- in the hills around Stanley.&#10;&#10;The game features all the historical chrome for which this design team is so well known, including Exocet missiles, Falkland Islander civilian resistance, diplomatic shuttles, covert Soviet aid, SAS guerilla missions, Chilean intervention, US assistance, the Gurkhas, helicopters, &quot;ace&quot; pilots, and even the Pope!&#10;&#10;","['Modern Warfare', 'Nautical', 'Political', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Chit-Pull System', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game']",7.97,135,8
Brotherhood & Unity,"Winston Churchill once said - &quot;The Balkans produce more history than they can consume.&quot; And the history of Bosnia and Herzegovina showed just that. The war that erupted in the spring of 1992 brought bitter fighting, indiscriminate shelling of civilians and a wave of atrocities. The war was fought by: three local ethnic groups (Bosniaks, Serbs and Croats), paramilitary formations from Serbia and Krajina, Croatian armed forces, foreign Muslim volunteers, UN peacekeepers, and NATO airforce. Events such as the Siege of Sarajevo and the Srebrenica massacre became iconic of the conflict, as the war became the single most important historical event in Balkans since the WW2. And still - it's objective history has yet to be written.&#10;&#10;Brotherhood &amp; Unity is a 2-3 player card driven wargame which depicts the war in Bosnia and Herzegovina from 1992-1995 (&quot;Bosnian War&quot;). The game shows all of the major events: from the siege of Sarajevo (shown in separate, detailed map), to the ferocious battles for the Posavina corridore, and desperate defence of the Bosniak enclaves. Main features are: Point-To-Point movement system, play driven by Strategy Cards, quick combat resolution (no CRT),  streamlined rules and fast gameplay. Interaction between warring sides (Bosniaks, Serbs and Croats) creates an intensive and exciting gameplay experience.&#10;&#10;Player's military strength fluctuates based on historical facts, with Serbs starting superior in all aspects, and Bosniaks struggling to organize an effective fighting formation. Military units represent Brigades - standard military formations of the time, ranging from 1500-2000 soldiers. They have different combat and movement values (based on historical data), which forces players to use different tactics for different opponents. Majority of these units are non-motorized infantry formations (moving only several spaces per round), but with the use of special offensive cards players can increase their mobility and surprise the opponents.&#10;&#10;The game simulates three distinct sides in the war: Bosniaks, Serbs and Croats - with no clear border separating them. That provides an interesting set of choices to players: to attack or to fortify, whom to ally with, and when to change sides. That leads to many turnarounds and pragmatical alliances with former enemies - as was historically the case.&#10;&#10;Each player gets a deck of Strategy Cards, simulating a variety of historical events. The player starts an action round by playing a Strategy Card from his hand. A card can be played as an event (Combat Card, Offensive, Interrupt, Foreign Units and Other) or as one of the game actions (Movement, Attack, Strategic Redeployment, Diplomatic Action or Reinforcement). The events and card values have been carefully created to mimic the historical events and choices. Since each game uses only a part of the available card deck, players can't be certain which cards will be drawn during the game. That creates a &quot;card fog-of-war&quot; and makes the game more replayable.&#10;&#10;Game uses Strategic Will point system to keep track of the victories and losses, and to determine the final score. It is affected by a number of things: capturing or losing regions, capturing or losing key spaces, eliminating or losing units, and as a result of events. One of the most important aspects of the game is capturing player's own key regions - which were different for each side, and which reflects the different aims the each side had.&#10;&#10;The Foreign Attitude is another major track in the game which represents the diplomatic stance of foreign powers (European countries, USA, Russia, and UN) towards a player. It is affected by capturing cities (thus creating refugee crisis) and as a result of events, and generally represents a player's international reputation. When it reaches certain levels, negative effects occur - from reduction of movement, to NATO air strikes, to even losing the game.&#10;&#10;The game enables player to invite United Nations to create UN Safe Areas, thus giving a player some kind of protection from being overrun. NATO Air Strike happens when players overreach themselves, capturing too many cities too quickly, thus creating a major refugee crisis and media outcry. Without careful diplomatic balancing, the greatest offensive can thus be derailed and bring a player to the brink of destruction.&#10;&#10;Supplies are scarce and can be cut-off, thus starving and eventually eliminating the unsupplied units. Combat results are easy to calculate, and are based on unit attack and defence values modified by terrain and die roll results (no CRT is used). Rules are streamlined to reduce clutter and unnecessary actions, which enables a fast gameplay - the full game is usually played in bit over two hours.&#10;&#10;The name &quot;Brotherhood and Unity&ldquo; comes from a socialist Yugoslavia doctrine created to inspire unity between 7 nations from which Yugoslavia was created. It was also a main motto behind the Socialist Republic of Bosnia and Herzegovina &ndash; nicknamed &bdquo;Small Yugoslavia&ldquo; due to its ethnical, cultural and religious diversity. The irony is that when B&amp;H got engulfed in a war, there was neither brotherhood nor unity to be found .. what followed was four years of bloody warfare. It remains to be seen will B&amp;H rise above the legacy of The War and reach (or surpass) the prosperity it enjoyed during a socialist Yugoslavia.&#10;&#10;Product Information:&#10;&#10;Complexity: 5 out of 10&#10;Solitaire suitability: 5 out of 10&#10;Time Scale: 1 year per turn, 2 months per action round&#10;Map Scale: Point-to-point strategic level&#10;Unit Scale: Brigades&#10;Number of Players: 2 to 3&#10;Suitability for Solitaire: Medium&#10;Average Time to Play: 2 to 3 hours&#10;&#10;Components:&#10;&#10;1 22&quot;x34&quot; Mounted Map&#10;260 9/16&quot; Counters&#10;96 Strategy cards (in 3 decks: Serbian, Croatian and Bosniak)&#10;3 Player aid cards&#10;1 Rulebook&#10;1 Ten-sided die&#10;1 Box and lid set&#10;&#10;","['Modern Warfare', 'Political', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Movement Points', 'Point to Point Movement', 'Simulation']",8.17,261,8
Exceed: Street Fighter – Chun-Li Box,"Exceed brings the speed, tactics, and variety of high-stakes fighting action to life. Choose your fighter and enter the arena. There are no packs to open or rares to chase get everything you need to play right here. Exceed Season 3 features fighters from Capcom's illustrious fighting game franchise, Street Fighter!&#10;&#10;This box contains:&#10;&#10;     Chun-Li - A control fighter whose ranges become more threatening and who becomes harder to hit as she plays boosts.&#10;     Vega - A mobile fighter who uses walls to extend his range and movement. Can poke effectively from many different ranges.&#10;     C. Viper - A boost-focused fighter who can attack immediately after powering up her attacks with additional bonuses.&#10;     Dan - A wild-swing focused character who can empower his blind attacks by committing gauge to them without looking.&#10;&#10;&#10;","['Fighting', 'Video Game Theme']","['Hand Management', 'Point to Point Movement', 'Variable Player Powers']",8.43,85,8
Caçadores da Galáxia,"In a distant future, tiranic megacorporations haunt the galaxy.&#10;&#10;Gigantic lab creatures serve as weapons on planets at peace.&#10;&#10;Theres an excelent oportunity for certain corporations and people to gain power and influence becoming the next Galaxy Hunter.&#10;&#10;Ca&ccedil;adores da Gal&aacute;xia (Galaxy Hunters) is a euro game of Work and Tile placement about war on distant planets, mech building and resource management.&#10;&#10;You dock your workers into the planets to gather resources and buy equipment (tiles) to build a better Mech. Once you have weapons and better armor you are fit to combat and can dock your Mech on invaded planets with monsters to engage in a deterministic combat.&#10;&#10;Once you kill these monsters you gain victory points and also rewards to acquire missions and better gear.&#10;&#10;","['Economic', 'Science Fiction']","['Modular Board', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",7.69,124,8
Aerodrome,"Excerpted from a review by Ken Tidwell&#10;&#10;Aerodrome is a miniatures game of aerial combat during World War I. Players take on the role of biplane pilots and tail gunners dog fighting their way through the gray skies of Europe during the war to end all wars. The game is visually appealing and, like many miniatures games, it was easy to project myself into the scenario. The game is played using 1/72 miniature aircraft mounted on radio antennae with a clear acrylic hex base to hold the whole thing upright. The game board is an aerial view of a WWI battlefield marked off in large hexes.&#10;&#10;Pilots and gunners plot out three moves at a time. Each move the pilot chooses from one of eight maneuvers - straight ahead, straight ahead fast, left slip, right slip, right, left, hard right, stall, and Immelman. The slips allow the player to retain their current orientation but slide one hex to the right or left. Ahead fast allows the plane to move two hexes. Ahead, left, right, and hard right allow the plane to change orientation and move one hex in that new direction. An Immelman allows the plane to move forward one hex but completely reverse orientation. A stall allows the plane to stay in its current hex with the current orientation but runs the risk of throwing the plane into a spin. Planes can fly on one of five altitudes. Descent is always possible but planes can generally only ascend when moving forward and trying no wild acrobatics. After movement, pilots may fire on any plane unlucky enough to find itself in their path.&#10;&#10;","['Aviation / Flight', 'Miniatures', 'Wargame', 'World War I']",['Action Queue'],7.59,93,8
